student_id,internship_id,cf_score
STU_0001,INT_0001,0.392389475022953
STU_0001,INT_0002,0.2648017508144852
STU_0001,INT_0003,0.200950637614348
STU_0001,INT_0004,0.3455225062493851
STU_0001,INT_0005,0.317465773850541
STU_0001,INT_0006,0.2370307927602571
STU_0001,INT_0007,0.3595250290081804
STU_0001,INT_0008,0.250059596092666
STU_0001,INT_0009,0.1781220258674162
STU_0001,INT_0010,0.2226845068647312
STU_0001,INT_0011,0.2512872333909832
STU_0001,INT_0012,0.2555746591356763
STU_0001,INT_0013,0.2407726623125305
STU_0001,INT_0014,0.2536511853517732
STU_0001,INT_0015,0.1173313837382223
STU_0001,INT_0016,0.3078303915569342
STU_0001,INT_0017,0.3886742667417058
STU_0001,INT_0018,0.209529673229585
STU_0001,INT_0019,0.1769528238702301
STU_0001,INT_0020,0.2153359366580964
STU_0001,INT_0021,0.2402467736221394
STU_0001,INT_0022,0.2363458017610347
STU_0001,INT_0023,0.208773100965099
STU_0001,INT_0024,0.2690706943341311
STU_0001,INT_0025,0.2702768705920788
STU_0001,INT_0026,0.3014707867182317
STU_0001,INT_0027,0.1887433686617775
STU_0001,INT_0028,0.2429383326120245
STU_0001,INT_0029,0.2886792135603583
STU_0001,INT_0030,0.2793346200988901
STU_0001,INT_0031,0.2617332953444957
STU_0001,INT_0032,0.2586612071246345
STU_0001,INT_0033,0.2391806736567141
STU_0001,INT_0034,0.2330103517067498
STU_0001,INT_0035,0.1690000827749891
STU_0001,INT_0036,0.2710768045211437
STU_0001,INT_0037,0.2151142835145104
STU_0001,INT_0038,0.1833706503188947
STU_0001,INT_0039,0.3225093180957565
STU_0001,INT_0040,0.2539649288365141
STU_0001,INT_0041,0.2329518873858303
STU_0001,INT_0042,0.2927352764040924
STU_0001,INT_0043,0.2217417541907001
STU_0001,INT_0044,0.2305829624885783
STU_0001,INT_0045,0.6364747461781572
STU_0001,INT_0046,0.1926371911022923
STU_0001,INT_0047,0.303206874452291
STU_0001,INT_0048,0.3610814394034528
STU_0001,INT_0049,0.290156182284962
STU_0001,INT_0050,0.4496198745408067
STU_0001,INT_0051,0.144696221066374
STU_0001,INT_0052,0.2369233087404521
STU_0001,INT_0053,0.2880241063477526
STU_0001,INT_0054,0.2840463745082412
STU_0001,INT_0055,0.202609498415224
STU_0001,INT_0056,0.2678539129923851
STU_0001,INT_0057,0.2378171419657755
STU_0001,INT_0058,0.3485064527979318
STU_0001,INT_0059,0.4114255592197641
STU_0001,INT_0060,0.2312769548985213
STU_0001,INT_0061,0.2553073644603875
STU_0001,INT_0062,0.2613302606090965
STU_0001,INT_0063,0.3324507958407868
STU_0001,INT_0064,0.3312561039167597
STU_0001,INT_0065,0.3149364302013306
STU_0001,INT_0066,0.3045841034833412
STU_0001,INT_0067,0.3877419506388384
STU_0001,INT_0068,0.2678539129923851
STU_0001,INT_0069,0.4145735730991162
STU_0001,INT_0070,0.2629719980859814
STU_0001,INT_0071,0.2936543462926492
STU_0001,INT_0072,0.2983590106400685
STU_0001,INT_0073,0.2004782007359756
STU_0001,INT_0074,0.2574640537949209
